No,質問候補,話題,棚,言語,法務チェック,要注意,状態,3ソース確認日,担当
343,What do people in Japan actually do about tattoos and bathing?,tattoos and bathing,inbound,en,,,未確認,,
344,What do people in Japan actually do about towels?,towels,inbound,en,,,未確認,,
345,What do people in Japan actually do about tap water?,tap water,inbound,en,,,未確認,,
346,What do people in Japan actually do about vending machines?,vending machines,inbound,en,,,未確認,,
347,What do people in Japan actually do about bottle recycling?,bottle recycling,inbound,en,,,未確認,,
348,What do people in Japan actually do about rubbish bins?,rubbish bins,inbound,en,,制度・安全,未確認,,
349,What do people in Japan actually do about sorting rubbish?,sorting rubbish,inbound,en,,制度・安全,未確認,,
350,What do people in Japan actually do about eating while walking?,eating while walking,inbound,en,,,未確認,,
351,What do people in Japan actually do about convenience-store food?,convenience-store food,inbound,en,,,未確認,,
352,What do people in Japan actually do about onigiri?,onigiri,inbound,en,,,未確認,,
353,What do people in Japan actually do about bento?,bento,inbound,en,,,未確認,,
354,What do people in Japan actually do about instant noodles?,instant noodles,inbound,en,,,未確認,,
355,What do people in Japan actually do about matcha products?,matcha products,inbound,en,,,未確認,,
356,What do people in Japan actually do about wagashi?,wagashi,inbound,en,,,未確認,,
357,What do people in Japan actually do about seasonal sweets?,seasonal sweets,inbound,en,,,未確認,,
358,What do people in Japan actually do about allergy labelling?,allergy labelling,inbound,en,必須,制度・安全,未確認,,
359,What do people in Japan actually do about vegetarian options?,vegetarian options,inbound,en,必須,,未確認,,
360,What do people in Japan actually do about halal options?,halal options,inbound,en,必須,,未確認,,
361,What do people in Japan actually do about reading a menu?,reading a menu,inbound,en,,,未確認,,
362,What do people in Japan actually do about restaurant etiquette?,restaurant etiquette,inbound,en,,,未確認,,
363,What do people in Japan actually do about tipping?,tipping,inbound,en,,,未確認,,
364,What do people in Japan actually do about queueing?,queueing,inbound,en,,,未確認,,
365,What do people in Japan actually do about reservations?,reservations,inbound,en,,,未確認,,
366,What do people in Japan actually do about English-speaking staff?,English-speaking staff,inbound,en,,,未確認,,
367,What do people in Japan actually do about translation apps?,translation apps,inbound,en,,,未確認,,
368,What do people in Japan actually do about pharmacy staff?,pharmacy staff,inbound,en,必須,,未確認,,
369,What do people in Japan actually do about over-the-counter medicine?,over-the-counter medicine,inbound,en,必須,制度・安全,未確認,,
370,What do people in Japan actually do about first aid supplies?,first aid supplies,inbound,en,必須,,未確認,,
371,What do people in Japan actually do about power plugs?,power plugs,inbound,en,,,未確認,,
372,What do people in Japan actually do about SIM and eSIM?,SIM and eSIM,inbound,en,,,未確認,,
373,What do people in Japan actually do about pocket wifi?,pocket wifi,inbound,en,,,未確認,,
374,What do people in Japan actually do about postal services?,postal services,inbound,en,,,未確認,,
375,What do people in Japan actually do about souvenir choices?,souvenir choices,inbound,en,,,未確認,,
376,What do people in Japan actually do about gift wrapping?,gift wrapping,inbound,en,,,未確認,,
377,What do people in Japan actually do about seasonal shopping?,seasonal shopping,inbound,en,,,未確認,,
378,What do people in Japan actually do about sales seasons?,sales seasons,inbound,en,,,未確認,,
379,What do people in Japan actually do about sizing differences?,sizing differences,inbound,en,,,未確認,,
380,What do people in Japan actually do about shoe sizes?,shoe sizes,inbound,en,,,未確認,,
381,Is drugstores worth the trouble in Japan?,drugstores,inbound,en,,,未確認,,
382,Is convenience stores worth the trouble in Japan?,convenience stores,inbound,en,,,未確認,,
383,Is supermarkets worth the trouble in Japan?,supermarkets,inbound,en,,,未確認,,
384,Is department stores worth the trouble in Japan?,department stores,inbound,en,,,未確認,,
385,Is 100-yen shops worth the trouble in Japan?,100-yen shops,inbound,en,,,未確認,,
386,Is home centres worth the trouble in Japan?,home centres,inbound,en,,,未確認,,
387,Is tax-free shopping worth the trouble in Japan?,tax-free shopping,inbound,en,,制度・安全,未確認,,
388,Is consumption tax worth the trouble in Japan?,consumption tax,inbound,en,,制度・安全,未確認,,
389,Is cash and cards worth the trouble in Japan?,cash and cards,inbound,en,,,未確認,,
390,Is IC cards worth the trouble in Japan?,IC cards,inbound,en,,,未確認,,
391,Is coin lockers worth the trouble in Japan?,coin lockers,inbound,en,,,未確認,,
392,Is luggage forwarding worth the trouble in Japan?,luggage forwarding,inbound,en,,,未確認,,
393,Is carry-on rules worth the trouble in Japan?,carry-on rules,inbound,en,,,未確認,,
394,Is customs on the way home worth the trouble in Japan?,customs on the way home,inbound,en,,制度・安全,未確認,,
395,Is bringing food home worth the trouble in Japan?,bringing food home,inbound,en,,,未確認,,
396,Is bringing medicine worth the trouble in Japan?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
397,Is packing for summer worth the trouble in Japan?,packing for summer,inbound,en,,,未確認,,
398,Is packing for winter worth the trouble in Japan?,packing for winter,inbound,en,,,未確認,,
399,Is packing for the rainy season worth the trouble in Japan?,packing for the rainy season,inbound,en,,,未確認,,
400,Is humidity worth the trouble in Japan?,humidity,inbound,en,,,未確認,,
401,Is the heat in August worth the trouble in Japan?,the heat in August,inbound,en,,,未確認,,
402,Is pollen season worth the trouble in Japan?,pollen season,inbound,en,,,未確認,,
403,Is UV levels worth the trouble in Japan?,UV levels,inbound,en,,,未確認,,
404,Is sunscreen labels worth the trouble in Japan?,sunscreen labels,inbound,en,必須,,未確認,,
405,Is SPF and PA worth the trouble in Japan?,SPF and PA,inbound,en,必須,,未確認,,
406,Is cosmetics labels worth the trouble in Japan?,cosmetics labels,inbound,en,必須,,未確認,,
407,Is ingredient lists worth the trouble in Japan?,ingredient lists,inbound,en,必須,,未確認,,
408,Is expiry dates on cosmetics worth the trouble in Japan?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
409,Is skincare product names worth the trouble in Japan?,skincare product names,inbound,en,必須,,未確認,,
410,Is face masks worth the trouble in Japan?,face masks,inbound,en,,,未確認,,
411,Is hand soap worth the trouble in Japan?,hand soap,inbound,en,,,未確認,,
412,Is toiletries you can buy locally worth the trouble in Japan?,toiletries you can buy locally,inbound,en,,,未確認,,
413,Is laundry while travelling worth the trouble in Japan?,laundry while travelling,inbound,en,,,未確認,,
414,Is coin laundries worth the trouble in Japan?,coin laundries,inbound,en,,,未確認,,
415,Is hotel amenities worth the trouble in Japan?,hotel amenities,inbound,en,,,未確認,,
416,Is slippers and shoes indoors worth the trouble in Japan?,slippers and shoes indoors,inbound,en,,,未確認,,
417,Is public baths worth the trouble in Japan?,public baths,inbound,en,,,未確認,,
418,Is onsen etiquette worth the trouble in Japan?,onsen etiquette,inbound,en,,,未確認,,
419,Is tattoos and bathing worth the trouble in Japan?,tattoos and bathing,inbound,en,,,未確認,,
420,Is towels worth the trouble in Japan?,towels,inbound,en,,,未確認,,
421,Is tap water worth the trouble in Japan?,tap water,inbound,en,,,未確認,,
422,Is vending machines worth the trouble in Japan?,vending machines,inbound,en,,,未確認,,
423,Is bottle recycling worth the trouble in Japan?,bottle recycling,inbound,en,,,未確認,,
424,Is rubbish bins worth the trouble in Japan?,rubbish bins,inbound,en,,制度・安全,未確認,,
425,Is sorting rubbish worth the trouble in Japan?,sorting rubbish,inbound,en,,制度・安全,未確認,,
426,Is eating while walking worth the trouble in Japan?,eating while walking,inbound,en,,,未確認,,
427,Is convenience-store food worth the trouble in Japan?,convenience-store food,inbound,en,,,未確認,,
428,Is onigiri worth the trouble in Japan?,onigiri,inbound,en,,,未確認,,
429,Is bento worth the trouble in Japan?,bento,inbound,en,,,未確認,,
430,Is instant noodles worth the trouble in Japan?,instant noodles,inbound,en,,,未確認,,
431,Is matcha products worth the trouble in Japan?,matcha products,inbound,en,,,未確認,,
432,Is wagashi worth the trouble in Japan?,wagashi,inbound,en,,,未確認,,
433,Is seasonal sweets worth the trouble in Japan?,seasonal sweets,inbound,en,,,未確認,,
434,Is allergy labelling worth the trouble in Japan?,allergy labelling,inbound,en,必須,制度・安全,未確認,,
435,Is vegetarian options worth the trouble in Japan?,vegetarian options,inbound,en,必須,,未確認,,
436,Is halal options worth the trouble in Japan?,halal options,inbound,en,必須,,未確認,,
437,Is reading a menu worth the trouble in Japan?,reading a menu,inbound,en,,,未確認,,
438,Is restaurant etiquette worth the trouble in Japan?,restaurant etiquette,inbound,en,,,未確認,,
439,Is tipping worth the trouble in Japan?,tipping,inbound,en,,,未確認,,
440,Is queueing worth the trouble in Japan?,queueing,inbound,en,,,未確認,,
441,Is reservations worth the trouble in Japan?,reservations,inbound,en,,,未確認,,
442,Is English-speaking staff worth the trouble in Japan?,English-speaking staff,inbound,en,,,未確認,,
443,Is translation apps worth the trouble in Japan?,translation apps,inbound,en,,,未確認,,
444,Is pharmacy staff worth the trouble in Japan?,pharmacy staff,inbound,en,必須,,未確認,,
445,Is over-the-counter medicine worth the trouble in Japan?,over-the-counter medicine,inbound,en,必須,制度・安全,未確認,,
446,Is first aid supplies worth the trouble in Japan?,first aid supplies,inbound,en,必須,,未確認,,
447,Is power plugs worth the trouble in Japan?,power plugs,inbound,en,,,未確認,,
448,Is SIM and eSIM worth the trouble in Japan?,SIM and eSIM,inbound,en,,,未確認,,
449,Is pocket wifi worth the trouble in Japan?,pocket wifi,inbound,en,,,未確認,,
450,Is postal services worth the trouble in Japan?,postal services,inbound,en,,,未確認,,
451,Is souvenir choices worth the trouble in Japan?,souvenir choices,inbound,en,,,未確認,,
452,Is gift wrapping worth the trouble in Japan?,gift wrapping,inbound,en,,,未確認,,
453,Is seasonal shopping worth the trouble in Japan?,seasonal shopping,inbound,en,,,未確認,,
454,Is sales seasons worth the trouble in Japan?,sales seasons,inbound,en,,,未確認,,
455,Is sizing differences worth the trouble in Japan?,sizing differences,inbound,en,,,未確認,,
456,Is shoe sizes worth the trouble in Japan?,shoe sizes,inbound,en,,,未確認,,
457,How do I read drugstores correctly?,drugstores,inbound,en,,,未確認,,
458,How do I read convenience stores correctly?,convenience stores,inbound,en,,,未確認,,
459,How do I read supermarkets correctly?,supermarkets,inbound,en,,,未確認,,
460,How do I read department stores correctly?,department stores,inbound,en,,,未確認,,
461,How do I read 100-yen shops correctly?,100-yen shops,inbound,en,,,未確認,,
462,How do I read home centres correctly?,home centres,inbound,en,,,未確認,,
463,How do I read tax-free shopping correctly?,tax-free shopping,inbound,en,,制度・安全,未確認,,
464,How do I read consumption tax correctly?,consumption tax,inbound,en,,制度・安全,未確認,,
465,How do I read cash and cards correctly?,cash and cards,inbound,en,,,未確認,,
466,How do I read IC cards correctly?,IC cards,inbound,en,,,未確認,,
467,How do I read coin lockers correctly?,coin lockers,inbound,en,,,未確認,,
468,How do I read luggage forwarding correctly?,luggage forwarding,inbound,en,,,未確認,,
469,How do I read carry-on rules correctly?,carry-on rules,inbound,en,,,未確認,,
470,How do I read customs on the way home correctly?,customs on the way home,inbound,en,,制度・安全,未確認,,
471,How do I read bringing food home correctly?,bringing food home,inbound,en,,,未確認,,
472,How do I read bringing medicine correctly?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
473,How do I read packing for summer correctly?,packing for summer,inbound,en,,,未確認,,
474,How do I read packing for winter correctly?,packing for winter,inbound,en,,,未確認,,
475,How do I read packing for the rainy season correctly?,packing for the rainy season,inbound,en,,,未確認,,
476,How do I read humidity correctly?,humidity,inbound,en,,,未確認,,
477,How do I read the heat in August correctly?,the heat in August,inbound,en,,,未確認,,
478,How do I read pollen season correctly?,pollen season,inbound,en,,,未確認,,
479,How do I read UV levels correctly?,UV levels,inbound,en,,,未確認,,
480,How do I read sunscreen labels correctly?,sunscreen labels,inbound,en,必須,,未確認,,
481,How do I read SPF and PA correctly?,SPF and PA,inbound,en,必須,,未確認,,
482,How do I read cosmetics labels correctly?,cosmetics labels,inbound,en,必須,,未確認,,
483,How do I read ingredient lists correctly?,ingredient lists,inbound,en,必須,,未確認,,
484,How do I read expiry dates on cosmetics correctly?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
485,How do I read skincare product names correctly?,skincare product names,inbound,en,必須,,未確認,,
486,How do I read face masks correctly?,face masks,inbound,en,,,未確認,,
487,How do I read hand soap correctly?,hand soap,inbound,en,,,未確認,,
488,How do I read toiletries you can buy locally correctly?,toiletries you can buy locally,inbound,en,,,未確認,,
489,How do I read laundry while travelling correctly?,laundry while travelling,inbound,en,,,未確認,,
490,How do I read coin laundries correctly?,coin laundries,inbound,en,,,未確認,,
491,How do I read hotel amenities correctly?,hotel amenities,inbound,en,,,未確認,,
492,How do I read slippers and shoes indoors correctly?,slippers and shoes indoors,inbound,en,,,未確認,,
493,How do I read public baths correctly?,public baths,inbound,en,,,未確認,,
494,How do I read onsen etiquette correctly?,onsen etiquette,inbound,en,,,未確認,,
495,How do I read tattoos and bathing correctly?,tattoos and bathing,inbound,en,,,未確認,,
496,How do I read towels correctly?,towels,inbound,en,,,未確認,,
497,How do I read tap water correctly?,tap water,inbound,en,,,未確認,,
498,How do I read vending machines correctly?,vending machines,inbound,en,,,未確認,,
499,How do I read bottle recycling correctly?,bottle recycling,inbound,en,,,未確認,,
500,How do I read rubbish bins correctly?,rubbish bins,inbound,en,,制度・安全,未確認,,
