No,質問候補,話題,棚,言語,法務チェック,要注意,状態,3ソース確認日,担当
322,What do people in Japan actually do about chopstick rests?,chopstick rests,wisdom,en,,,未確認,,
323,What do people in Japan actually do about single-purpose kitchen tools?,single-purpose kitchen tools,wisdom,en,,,未確認,,
324,What do people in Japan actually do about drying racks?,drying racks,wisdom,en,,,未確認,,
325,What do people in Japan actually do about laundry poles?,laundry poles,wisdom,en,,,未確認,,
326,What do people in Japan actually do about indoor drying?,indoor drying,wisdom,en,,,未確認,,
327,What do people in Japan actually do about dehumidifiers?,dehumidifiers,wisdom,en,,,未確認,,
328,What do people in Japan actually do about the rainy season?,the rainy season,wisdom,en,,,未確認,,
329,What do people in Japan actually do about mould prevention?,mould prevention,wisdom,en,,制度・安全,未確認,,
330,What do people in Japan actually do about ventilation habits?,ventilation habits,wisdom,en,,,未確認,,
331,What do people in Japan actually do about cleaning order?,cleaning order,wisdom,en,,制度・安全,未確認,,
332,What do people in Japan actually do about cleaning cloths?,cleaning cloths,wisdom,en,,制度・安全,未確認,,
333,What do people in Japan actually do about newspaper for windows?,newspaper for windows,wisdom,en,,,未確認,,
334,What do people in Japan actually do about baking soda?,baking soda,wisdom,en,,,未確認,,
335,What do people in Japan actually do about citric acid?,citric acid,wisdom,en,,,未確認,,
336,What do people in Japan actually do about the year-end clean?,the year-end clean,wisdom,en,,,未確認,,
337,What do people in Japan actually do about daily tidying?,daily tidying,wisdom,en,,,未確認,,
338,What do people in Japan actually do about the entrance mat?,the entrance mat,wisdom,en,,,未確認,,
339,What do people in Japan actually do about shoe cabinets?,shoe cabinets,wisdom,en,,,未確認,,
340,What do people in Japan actually do about umbrella care?,umbrella care,wisdom,en,,,未確認,,
341,What do people in Japan actually do about seasonal food?,seasonal food,wisdom,en,,,未確認,,
342,What do people in Japan actually do about the concept of shun?,the concept of shun,wisdom,en,,,未確認,,
343,What do people in Japan actually do about dashi?,dashi,wisdom,en,,,未確認,,
344,What do people in Japan actually do about fermentation?,fermentation,wisdom,en,,,未確認,,
345,What do people in Japan actually do about pickling?,pickling,wisdom,en,,,未確認,,
346,What do people in Japan actually do about rice storage?,rice storage,wisdom,en,,,未確認,,
347,What do people in Japan actually do about tea culture?,tea culture,wisdom,en,,,未確認,,
348,What do people in Japan actually do about hot and cold drinks by season?,hot and cold drinks by season,wisdom,en,,,未確認,,
349,What do people in Japan actually do about hand towels?,hand towels,wisdom,en,,,未確認,,
350,What do people in Japan actually do about wet towels at restaurants?,wet towels at restaurants,wisdom,en,,,未確認,,
351,What do people in Japan actually do about gift-giving customs?,gift-giving customs,wisdom,en,,制度・安全,未確認,,
352,What do people in Japan actually do about packaging?,packaging,wisdom,en,,,未確認,,
353,What do people in Japan actually do about seasonal greetings?,seasonal greetings,wisdom,en,,,未確認,,
354,What do people in Japan actually do about the new year?,the new year,wisdom,en,,,未確認,,
355,What do people in Japan actually do about festivals?,festivals,wisdom,en,,,未確認,,
356,What do people in Japan actually do about kotatsu?,kotatsu,wisdom,en,,,未確認,,
357,What do people in Japan actually do about heated carpets?,heated carpets,wisdom,en,,,未確認,,
358,What do people in Japan actually do about hot water bottles?,hot water bottles,wisdom,en,,,未確認,,
359,What do people in Japan actually do about layering clothes?,layering clothes,wisdom,en,,,未確認,,
360,What do people in Japan actually do about cooling towels?,cooling towels,wisdom,en,,,未確認,,
361,What do people in Japan actually do about summer heat habits?,summer heat habits,wisdom,en,,,未確認,,
362,What do people in Japan actually do about insect prevention?,insect prevention,wisdom,en,,制度・安全,未確認,,
363,What do people in Japan actually do about plants indoors?,plants indoors,wisdom,en,,,未確認,,
364,What do people in Japan actually do about balcony gardening?,balcony gardening,wisdom,en,,,未確認,,
365,What do people in Japan actually do about waste separation?,waste separation,wisdom,en,,制度・安全,未確認,,
366,What do people in Japan actually do about local rules?,local rules,wisdom,en,,,未確認,,
367,What do people in Japan actually do about community boards?,community boards,wisdom,en,,,未確認,,
368,What do people in Japan actually do about neighbourhood etiquette?,neighbourhood etiquette,wisdom,en,,,未確認,,
369,What do people in Japan actually do about noise consideration?,noise consideration,wisdom,en,,,未確認,,
370,What do people in Japan actually do about earthquake preparation?,earthquake preparation,wisdom,en,,制度・安全,未確認,,
371,What do people in Japan actually do about emergency bags?,emergency bags,wisdom,en,,制度・安全,未確認,,
372,What do people in Japan actually do about water storage?,water storage,wisdom,en,,,未確認,,
373,What do people in Japan actually do about torches and radios?,torches and radios,wisdom,en,,,未確認,,
374,What do people in Japan actually do about first aid at home?,first aid at home,wisdom,en,必須,,未確認,,
375,What do people in Japan actually do about stockpiling food?,stockpiling food,wisdom,en,,,未確認,,
376,What do people in Japan actually do about rotating supplies?,rotating supplies,wisdom,en,,,未確認,,
377,What do people in Japan actually do about reading a Japanese label?,reading a Japanese label,wisdom,en,,,未確認,,
378,What do people in Japan actually do about product lot numbers?,product lot numbers,wisdom,en,,,未確認,,
379,What do people in Japan actually do about warranty culture?,warranty culture,wisdom,en,,,未確認,,
380,What do people in Japan actually do about repair over replace?,repair over replace,wisdom,en,,,未確認,,
381,What is the etiquette around taking shoes off indoors in Japan?,taking shoes off indoors,wisdom,en,,,未確認,,
382,What is the etiquette around the genkan in Japan?,the genkan,wisdom,en,,,未確認,,
383,What is the etiquette around tatami in Japan?,tatami,wisdom,en,,,未確認,,
384,What is the etiquette around futon airing in Japan?,futon airing,wisdom,en,,,未確認,,
385,What is the etiquette around seasonal bedding in Japan?,seasonal bedding,wisdom,en,,,未確認,,
386,What is the etiquette around sliding doors in Japan?,sliding doors,wisdom,en,,,未確認,,
387,What is the etiquette around small apartments in Japan?,small apartments,wisdom,en,,,未確認,,
388,What is the etiquette around storage in narrow spaces in Japan?,storage in narrow spaces,wisdom,en,,,未確認,,
389,What is the etiquette around under-bed storage in Japan?,under-bed storage,wisdom,en,,,未確認,,
390,What is the etiquette around the gap beside the fridge in Japan?,the gap beside the fridge,wisdom,en,,,未確認,,
391,What is the etiquette around vertical storage in Japan?,vertical storage,wisdom,en,,,未確認,,
392,What is the etiquette around seasonal clothing rotation in Japan?,seasonal clothing rotation,wisdom,en,,,未確認,,
393,What is the etiquette around refill packs in Japan?,refill packs,wisdom,en,,,未確認,,
394,What is the etiquette around reusable cloth in Japan?,reusable cloth,wisdom,en,,,未確認,,
395,What is the etiquette around furoshiki in Japan?,furoshiki,wisdom,en,,,未確認,,
396,What is the etiquette around tenugui in Japan?,tenugui,wisdom,en,,,未確認,,
397,What is the etiquette around bento boxes in Japan?,bento boxes,wisdom,en,,,未確認,,
398,What is the etiquette around chopstick rests in Japan?,chopstick rests,wisdom,en,,,未確認,,
399,What is the etiquette around single-purpose kitchen tools in Japan?,single-purpose kitchen tools,wisdom,en,,,未確認,,
400,What is the etiquette around drying racks in Japan?,drying racks,wisdom,en,,,未確認,,
401,What is the etiquette around laundry poles in Japan?,laundry poles,wisdom,en,,,未確認,,
402,What is the etiquette around indoor drying in Japan?,indoor drying,wisdom,en,,,未確認,,
403,What is the etiquette around dehumidifiers in Japan?,dehumidifiers,wisdom,en,,,未確認,,
404,What is the etiquette around the rainy season in Japan?,the rainy season,wisdom,en,,,未確認,,
405,What is the etiquette around mould prevention in Japan?,mould prevention,wisdom,en,,制度・安全,未確認,,
406,What is the etiquette around ventilation habits in Japan?,ventilation habits,wisdom,en,,,未確認,,
407,What is the etiquette around cleaning order in Japan?,cleaning order,wisdom,en,,制度・安全,未確認,,
408,What is the etiquette around cleaning cloths in Japan?,cleaning cloths,wisdom,en,,制度・安全,未確認,,
409,What is the etiquette around newspaper for windows in Japan?,newspaper for windows,wisdom,en,,,未確認,,
410,What is the etiquette around baking soda in Japan?,baking soda,wisdom,en,,,未確認,,
411,What is the etiquette around citric acid in Japan?,citric acid,wisdom,en,,,未確認,,
412,What is the etiquette around the year-end clean in Japan?,the year-end clean,wisdom,en,,,未確認,,
413,What is the etiquette around daily tidying in Japan?,daily tidying,wisdom,en,,,未確認,,
414,What is the etiquette around the entrance mat in Japan?,the entrance mat,wisdom,en,,,未確認,,
415,What is the etiquette around shoe cabinets in Japan?,shoe cabinets,wisdom,en,,,未確認,,
416,What is the etiquette around umbrella care in Japan?,umbrella care,wisdom,en,,,未確認,,
417,What is the etiquette around seasonal food in Japan?,seasonal food,wisdom,en,,,未確認,,
418,What is the etiquette around the concept of shun in Japan?,the concept of shun,wisdom,en,,,未確認,,
419,What is the etiquette around dashi in Japan?,dashi,wisdom,en,,,未確認,,
420,What is the etiquette around fermentation in Japan?,fermentation,wisdom,en,,,未確認,,
421,What is the etiquette around pickling in Japan?,pickling,wisdom,en,,,未確認,,
422,What is the etiquette around rice storage in Japan?,rice storage,wisdom,en,,,未確認,,
423,What is the etiquette around tea culture in Japan?,tea culture,wisdom,en,,,未確認,,
424,What is the etiquette around hot and cold drinks by season in Japan?,hot and cold drinks by season,wisdom,en,,,未確認,,
425,What is the etiquette around hand towels in Japan?,hand towels,wisdom,en,,,未確認,,
426,What is the etiquette around wet towels at restaurants in Japan?,wet towels at restaurants,wisdom,en,,,未確認,,
427,What is the etiquette around gift-giving customs in Japan?,gift-giving customs,wisdom,en,,制度・安全,未確認,,
428,What is the etiquette around packaging in Japan?,packaging,wisdom,en,,,未確認,,
429,What is the etiquette around seasonal greetings in Japan?,seasonal greetings,wisdom,en,,,未確認,,
430,What is the etiquette around the new year in Japan?,the new year,wisdom,en,,,未確認,,
431,What is the etiquette around festivals in Japan?,festivals,wisdom,en,,,未確認,,
432,What is the etiquette around kotatsu in Japan?,kotatsu,wisdom,en,,,未確認,,
433,What is the etiquette around heated carpets in Japan?,heated carpets,wisdom,en,,,未確認,,
434,What is the etiquette around hot water bottles in Japan?,hot water bottles,wisdom,en,,,未確認,,
435,What is the etiquette around layering clothes in Japan?,layering clothes,wisdom,en,,,未確認,,
436,What is the etiquette around cooling towels in Japan?,cooling towels,wisdom,en,,,未確認,,
437,What is the etiquette around summer heat habits in Japan?,summer heat habits,wisdom,en,,,未確認,,
438,What is the etiquette around insect prevention in Japan?,insect prevention,wisdom,en,,制度・安全,未確認,,
439,What is the etiquette around plants indoors in Japan?,plants indoors,wisdom,en,,,未確認,,
440,What is the etiquette around balcony gardening in Japan?,balcony gardening,wisdom,en,,,未確認,,
441,What is the etiquette around waste separation in Japan?,waste separation,wisdom,en,,制度・安全,未確認,,
442,What is the etiquette around local rules in Japan?,local rules,wisdom,en,,,未確認,,
443,What is the etiquette around community boards in Japan?,community boards,wisdom,en,,,未確認,,
444,What is the etiquette around neighbourhood etiquette in Japan?,neighbourhood etiquette,wisdom,en,,,未確認,,
445,What is the etiquette around noise consideration in Japan?,noise consideration,wisdom,en,,,未確認,,
446,What is the etiquette around earthquake preparation in Japan?,earthquake preparation,wisdom,en,,制度・安全,未確認,,
447,What is the etiquette around emergency bags in Japan?,emergency bags,wisdom,en,,制度・安全,未確認,,
448,What is the etiquette around water storage in Japan?,water storage,wisdom,en,,,未確認,,
449,What is the etiquette around torches and radios in Japan?,torches and radios,wisdom,en,,,未確認,,
450,What is the etiquette around first aid at home in Japan?,first aid at home,wisdom,en,必須,,未確認,,
451,What is the etiquette around stockpiling food in Japan?,stockpiling food,wisdom,en,,,未確認,,
452,What is the etiquette around rotating supplies in Japan?,rotating supplies,wisdom,en,,,未確認,,
453,What is the etiquette around reading a Japanese label in Japan?,reading a Japanese label,wisdom,en,,,未確認,,
454,What is the etiquette around product lot numbers in Japan?,product lot numbers,wisdom,en,,,未確認,,
455,What is the etiquette around warranty culture in Japan?,warranty culture,wisdom,en,,,未確認,,
456,What is the etiquette around repair over replace in Japan?,repair over replace,wisdom,en,,,未確認,,
457,How do I deal with taking shoes off indoors in Japan?,taking shoes off indoors,wisdom,en,,,未確認,,
458,How do I deal with the genkan in Japan?,the genkan,wisdom,en,,,未確認,,
459,How do I deal with tatami in Japan?,tatami,wisdom,en,,,未確認,,
460,How do I deal with futon airing in Japan?,futon airing,wisdom,en,,,未確認,,
461,How do I deal with seasonal bedding in Japan?,seasonal bedding,wisdom,en,,,未確認,,
462,How do I deal with sliding doors in Japan?,sliding doors,wisdom,en,,,未確認,,
463,How do I deal with small apartments in Japan?,small apartments,wisdom,en,,,未確認,,
464,How do I deal with storage in narrow spaces in Japan?,storage in narrow spaces,wisdom,en,,,未確認,,
465,How do I deal with under-bed storage in Japan?,under-bed storage,wisdom,en,,,未確認,,
466,How do I deal with the gap beside the fridge in Japan?,the gap beside the fridge,wisdom,en,,,未確認,,
467,How do I deal with vertical storage in Japan?,vertical storage,wisdom,en,,,未確認,,
468,How do I deal with seasonal clothing rotation in Japan?,seasonal clothing rotation,wisdom,en,,,未確認,,
469,How do I deal with refill packs in Japan?,refill packs,wisdom,en,,,未確認,,
470,How do I deal with reusable cloth in Japan?,reusable cloth,wisdom,en,,,未確認,,
471,How do I deal with furoshiki in Japan?,furoshiki,wisdom,en,,,未確認,,
472,How do I deal with tenugui in Japan?,tenugui,wisdom,en,,,未確認,,
473,How do I deal with bento boxes in Japan?,bento boxes,wisdom,en,,,未確認,,
474,How do I deal with chopstick rests in Japan?,chopstick rests,wisdom,en,,,未確認,,
475,How do I deal with single-purpose kitchen tools in Japan?,single-purpose kitchen tools,wisdom,en,,,未確認,,
476,How do I deal with drying racks in Japan?,drying racks,wisdom,en,,,未確認,,
477,How do I deal with laundry poles in Japan?,laundry poles,wisdom,en,,,未確認,,
478,How do I deal with indoor drying in Japan?,indoor drying,wisdom,en,,,未確認,,
479,How do I deal with dehumidifiers in Japan?,dehumidifiers,wisdom,en,,,未確認,,
480,How do I deal with the rainy season in Japan?,the rainy season,wisdom,en,,,未確認,,
481,How do I deal with mould prevention in Japan?,mould prevention,wisdom,en,,制度・安全,未確認,,
482,How do I deal with ventilation habits in Japan?,ventilation habits,wisdom,en,,,未確認,,
483,How do I deal with cleaning order in Japan?,cleaning order,wisdom,en,,制度・安全,未確認,,
484,How do I deal with cleaning cloths in Japan?,cleaning cloths,wisdom,en,,制度・安全,未確認,,
485,How do I deal with newspaper for windows in Japan?,newspaper for windows,wisdom,en,,,未確認,,
486,How do I deal with baking soda in Japan?,baking soda,wisdom,en,,,未確認,,
487,How do I deal with citric acid in Japan?,citric acid,wisdom,en,,,未確認,,
488,How do I deal with the year-end clean in Japan?,the year-end clean,wisdom,en,,,未確認,,
489,How do I deal with daily tidying in Japan?,daily tidying,wisdom,en,,,未確認,,
490,How do I deal with the entrance mat in Japan?,the entrance mat,wisdom,en,,,未確認,,
491,How do I deal with shoe cabinets in Japan?,shoe cabinets,wisdom,en,,,未確認,,
492,How do I deal with umbrella care in Japan?,umbrella care,wisdom,en,,,未確認,,
493,How do I deal with seasonal food in Japan?,seasonal food,wisdom,en,,,未確認,,
494,How do I deal with the concept of shun in Japan?,the concept of shun,wisdom,en,,,未確認,,
495,How do I deal with dashi in Japan?,dashi,wisdom,en,,,未確認,,
496,How do I deal with fermentation in Japan?,fermentation,wisdom,en,,,未確認,,
497,How do I deal with pickling in Japan?,pickling,wisdom,en,,,未確認,,
498,How do I deal with rice storage in Japan?,rice storage,wisdom,en,,,未確認,,
499,How do I deal with tea culture in Japan?,tea culture,wisdom,en,,,未確認,,
500,How do I deal with hot and cold drinks by season in Japan?,hot and cold drinks by season,wisdom,en,,,未確認,,
